anio,pais,cargo,nivel_experiencia,tipo_empleo,modalidad,industria,tamanio_empresa,sueldo_clp,sueldo_usd,habilidades,n_habilidades,tiene_cert_cloud,tiene_framework_ml
2023,Chile,NLP Engineer,Junior,Full Time,Presencial,Gobierno / Público,Mediana (50-500),2260000,2483,"dbt, Pandas, Airflow, Docker, Computer Vision, Seaborn",6,False,False
2023,Chile,Data Scientist,Junior,Contrato,Presencial,Salud,Startup,1580000,1736,"PyTorch, Power BI, Kubernetes",3,False,True
2022,México,ML Engineer,Semi Senior,Full Time,Remoto,Educación,Mediana (50-500),2900000,3186,"PyTorch, Spark, Power BI, Tableau, TensorFlow, dbt",6,False,True
2023,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Manufactura,Grande (+500),4410000,4846,"R, Machine Learning, Power Query, Docker, Tableau, Linux",6,False,False
2022,Remoto Internacional,Data Analyst,Senior,Full Time,Híbrido,Tecnología,Mediana (50-500),3580000,3934,"BigQuery, Excel, Pandas, Computer Vision, Snowflake, NumPy, PyTorch, Machine Learning, Azure, Python, SQL, Linux",12,True,True
2022,Chile,Data Scientist,Senior,Part Time,Remoto,Fintech / Banca,Grande (+500),9680000,10637,"Excel, BigQuery, GCP, Deep Learning, Power Query, Linux, Power BI, Kubernetes, Computer Vision, dbt, Pandas, AWS",12,True,False
2023,Chile,Data Scientist,Senior,Full Time,Híbrido,Gobierno / Público,Grande (+500),5440000,5978,"TensorFlow, Looker, MLflow, Snowflake, PyTorch, Excel, R, dbt, Estadística, Tableau, FastAPI, NumPy",12,False,True
2023,Chile,NLP Engineer,Junior,Full Time,Remoto,Manufactura,Grande (+500),2700000,2967,"Pandas, Git, Deep Learning",3,False,False
2022,Chile,Data Scientist,Semi Senior,Full Time,Remoto,Minería,Grande (+500),5200000,5714,"Spark, Git, Matplotlib, NumPy, R, AWS, Seaborn",7,True,False
2022,Chile,AI Engineer,Semi Senior,Full Time,Híbrido,Educación,Startup,3070000,3373,"Looker, Kubernetes, Pandas, Seaborn, NumPy, SQL, AWS",7,True,False
2024,Chile,AI Engineer,Senior,Full Time,Híbrido,Gobierno / Público,Startup,4410000,4846,"Deep Learning, Power BI, Estadística, Docker, TensorFlow, Power Query, FastAPI, Machine Learning, NLP, dbt, Kubernetes, Looker",12,False,True
2022,Chile,BI Analyst,Senior,Full Time,Remoto,Fintech / Banca,Mediana (50-500),4150000,4560,"TensorFlow, Linux, Airflow, BigQuery, NLP, dbt, Looker",7,False,True
2023,México,Data Scientist,Junior,Full Time,Híbrido,Salud,Mediana (50-500),2220000,2439,"Snowflake, GCP, Git, Tableau",4,True,False
2023,Chile,MLOps Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Grande (+500),4320000,4747,"Azure, Snowflake, FastAPI, Estadística, SQL",5,True,False
2024,Chile,Data Analyst,Senior,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),3310000,3637,"FastAPI, Airflow, Excel, Computer Vision, Machine Learning, SQL, Estadística",7,False,False
2023,Chile,MLOps Engineer,Junior,Part Time,Híbrido,Educación,Mediana (50-500),2170000,2384,"AWS, Linux, Kubernetes",3,True,False
2024,Colombia,BI Analyst,Semi Senior,Full Time,Remoto,Telecomunicaciones,Pequeña (<50),1840000,2021,"Deep Learning, Git, FastAPI, Estadística, dbt",5,False,False
2024,Argentina,AI Engineer,Semi Senior,Full Time,Presencial,Manufactura,Grande (+500),4060000,4461,"Looker, Snowflake, AWS, dbt, Azure, Seaborn",6,True,False
2024,Remoto Internacional,Data Engineer,Semi Senior,Full Time,Remoto,Fintech / Banca,Pequeña (<50),5410000,5945,"Spark, Docker, Snowflake, Looker, Git, Estadística, AWS",7,True,False
2022,Argentina,Data Analyst,Senior,Full Time,Presencial,Salud,Pequeña (<50),2600000,2857,"Keras, scikit-learn, Excel, Snowflake, Matplotlib, FastAPI, Kubernetes, Airflow",8,False,True
2022,Chile,NLP Engineer,Senior,Full Time,Híbrido,Tecnología,Grande (+500),9840000,10813,"GCP, Power Query, Docker, PyTorch, BigQuery, Pandas, Azure",7,True,True
2022,Chile,Data Analyst,Junior,Contrato,Híbrido,Educación,Grande (+500),1120000,1230,"Pandas, Git, scikit-learn, Computer Vision, Deep Learning, Airflow",6,False,True
2022,México,MLOps Engineer,Senior,Full Time,Remoto,Manufactura,Grande (+500),7090000,7791,"SQL, scikit-learn, NumPy, Estadística, Power BI, dbt, Tableau",7,False,True
2024,Chile,Data Scientist,Junior,Full Time,Híbrido,Educación,Pequeña (<50),1490000,1637,"TensorFlow, Estadística, Python, Docker, Linux",5,False,True
2022,México,BI Analyst,Semi Senior,Full Time,Presencial,Seguros,Mediana (50-500),2140000,2351,"TensorFlow, Snowflake, MLflow, scikit-learn, BigQuery",5,False,True
2022,Chile,AI Engineer,Junior,Full Time,Híbrido,Educación,Startup,2100000,2307,"GCP, Azure, Snowflake, Docker, FastAPI, Deep Learning",6,True,False
2023,Chile,Data Engineer,Junior,Full Time,Híbrido,Minería,Pequeña (<50),2410000,2648,"R, MLflow, PyTorch, Snowflake, BigQuery",5,False,True
2023,México,MLOps Engineer,Lead,Full Time,Híbrido,Fintech / Banca,Pequeña (<50),8230000,9043,"Machine Learning, BigQuery, R, scikit-learn, Power BI, Seaborn, Tableau, Docker, Git, Python, SQL, Power Query",12,False,True
2024,Chile,Data Scientist,Semi Senior,Full Time,Híbrido,Retail / E-Commerce,Pequeña (<50),2590000,2846,"Git, Keras, Computer Vision, Tableau, Pandas",5,False,True
2023,México,Data Analyst,Junior,Full Time,Remoto,Telecomunicaciones,Mediana (50-500),2120000,2329,"Looker, AWS, Machine Learning, scikit-learn, Spark, Pandas",6,True,True
2024,Chile,NLP Engineer,Semi Senior,Contrato,Híbrido,Manufactura,Mediana (50-500),4310000,4736,"R, TensorFlow, Spark, FastAPI, NLP, dbt, Python",7,False,True
2024,Remoto Internacional,NLP Engineer,Senior,Contrato,Remoto,Seguros,Pequeña (<50),9150000,10054,"Snowflake, PyTorch, Estadística, R, scikit-learn, TensorFlow, Pandas, AWS, FastAPI, Seaborn, Power BI, SQL",12,True,True
2022,Remoto Internacional,ML Engineer,Senior,Full Time,Híbrido,Minería,Grande (+500),8370000,9197,"Tableau, MLflow, Snowflake, AWS, Computer Vision, Python, Matplotlib, Kubernetes, PyTorch, Looker, Excel",11,True,True
2024,Argentina,MLOps Engineer,Senior,Contrato,Híbrido,Gobierno / Público,Startup,5970000,6560,"MLflow, Computer Vision, Excel, BigQuery, Tableau, dbt, Linux, AWS, Power Query, GCP, Pandas, Estadística",12,True,False
2024,Chile,Data Analyst,Junior,Contrato,Remoto,Gobierno / Público,Grande (+500),2090000,2296,"AWS, GCP, scikit-learn, Kubernetes",4,True,True
2022,Chile,AI Engineer,Senior,Full Time,Híbrido,Educación,Startup,3890000,4274,"SQL, Deep Learning, Keras, Linux, Pandas, Power BI, Kubernetes, Git, Docker, Python, Snowflake, NLP",12,False,True
2022,Chile,Data Engineer,Senior,Full Time,Híbrido,Salud,Mediana (50-500),5110000,5615,"Seaborn, Spark, PyTorch, SQL, Estadística, Deep Learning, Keras, Computer Vision, Python, AWS, Docker, NumPy",12,True,True
2024,Argentina,ML Engineer,Lead,Contrato,Híbrido,Gobierno / Público,Startup,8740000,9604,"Linux, Matplotlib, Keras, Machine Learning, NumPy, PyTorch, R, BigQuery, dbt, GCP",10,True,True
2023,México,MLOps Engineer,Semi Senior,Contrato,Remoto,Tecnología,Mediana (50-500),5660000,6219,"Keras, GCP, Snowflake, Pandas, NumPy",5,True,True
2022,Colombia,ML Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Pequeña (<50),1910000,2098,"Looker, dbt, R, SQL, Azure",5,True,False
2024,Colombia,NLP Engineer,Senior,Full Time,Híbrido,Fintech / Banca,Grande (+500),8410000,9241,"Git, Tableau, Power BI, TensorFlow, Estadística, BigQuery, GCP, Airflow, scikit-learn, R",10,True,True
2022,Chile,ML Engineer,Senior,Full Time,Presencial,Gobierno / Público,Pequeña (<50),3730000,4098,"Git, Snowflake, Power BI, dbt, R, Keras, Pandas",7,False,True
2022,Remoto Internacional,ML Engineer,Senior,Contrato,Híbrido,Seguros,Grande (+500),8780000,9648,"GCP, NLP, Estadística, Keras, SQL, Seaborn, AWS, TensorFlow, Pandas, PyTorch, Linux",11,True,True
2023,Chile,Data Scientist,Lead,Full Time,Híbrido,Minería,Startup,7080000,7780,"NLP, PyTorch, Linux, Estadística, NumPy, Tableau, FastAPI, Computer Vision, AWS, Python, dbt, R, Spark, Pandas",14,True,True
2024,Chile,NLP Engineer,Lead,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),10410000,11439,"SQL, Linux, Airflow, Tableau, scikit-learn, Deep Learning, Computer Vision, Kubernetes, TensorFlow, R, Power Query",11,False,True
2023,Chile,BI Analyst,Semi Senior,Full Time,Híbrido,Telecomunicaciones,Mediana (50-500),2530000,2780,"Excel, Computer Vision, Python, Docker, Machine Learning, NLP, BigQuery, NumPy, Power BI",9,False,False
2023,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Fintech / Banca,Startup,4920000,5406,"Pandas, PyTorch, Computer Vision, Power Query, dbt, MLflow, AWS, GCP, Power BI",9,True,True
2024,Chile,Data Analyst,Junior,Full Time,Remoto,Tecnología,Pequeña (<50),2040000,2241,"Pandas, Power BI, Keras, Linux",4,False,True
2022,México,AI Engineer,Semi Senior,Full Time,Remoto,Tecnología,Startup,5570000,6120,"Airflow, scikit-learn, Linux, Deep Learning, dbt, Power BI",6,False,True
2022,Argentina,Data Engineer,Lead,Full Time,Presencial,Minería,Mediana (50-500),7650000,8406,"Excel, Power Query, AWS, scikit-learn, Pandas, Snowflake, PyTorch, Airflow, Docker, BigQuery",10,True,True
2023,Chile,BI Analyst,Senior,Contrato,Remoto,Minería,Startup,4220000,4637,"BigQuery, Spark, TensorFlow, AWS, dbt, NumPy, Azure, Docker",8,True,True
2022,Argentina,Data Scientist,Semi Senior,Full Time,Presencial,Gobierno / Público,Startup,1830000,2010,"BigQuery, Machine Learning, Linux, TensorFlow, Kubernetes, Spark, Matplotlib, SQL, GCP",9,True,True
2022,Chile,NLP Engineer,Junior,Full Time,Presencial,Educación,Mediana (50-500),1460000,1604,"Git, BigQuery, Keras",3,False,True
2023,Colombia,ML Engineer,Senior,Full Time,Remoto,Telecomunicaciones,Mediana (50-500),6980000,7670,"Excel, Linux, Seaborn, Python, Git, Azure, dbt, Kubernetes",8,True,False
2024,Colombia,ML Engineer,Senior,Full Time,Híbrido,Educación,Mediana (50-500),5880000,6461,"Tableau, PyTorch, Pandas, Linux, Kubernetes, Git, FastAPI, SQL",8,False,True
2022,Chile,AI Engineer,Junior,Freelance,Presencial,Gobierno / Público,Pequeña (<50),1510000,1659,"R, NumPy, Kubernetes, BigQuery",4,False,False
2023,Argentina,MLOps Engineer,Lead,Full Time,Híbrido,Gobierno / Público,Pequeña (<50),6190000,6802,"NumPy, Looker, Tableau, Excel, Keras, AWS, Kubernetes, Pandas, dbt, Airflow, NLP",11,True,True
2022,Chile,Data Scientist,Senior,Full Time,Híbrido,Minería,Grande (+500),6030000,6626,"Linux, NLP, Git, Deep Learning, scikit-learn, dbt, Looker, NumPy, Excel, Python, FastAPI",11,False,True
2024,Remoto Internacional,NLP Engineer,Junior,Freelance,Híbrido,Tecnología,Grande (+500),3960000,4351,"BigQuery, Power Query, Git, Keras, Machine Learning, FastAPI",6,False,True
2024,Chile,MLOps Engineer,Semi Senior,Full Time,Híbrido,Telecomunicaciones,Mediana (50-500),3770000,4142,"BigQuery, Pandas, Snowflake, Python, Linux",5,False,False
2023,Chile,Data Engineer,Senior,Contrato,Remoto,Retail / E-Commerce,Pequeña (<50),3910000,4296,"Seaborn, Git, Snowflake, NumPy, Power Query, Kubernetes, MLflow, SQL, Python, Deep Learning, Power BI, Excel",12,False,False
2023,México,AI Engineer,Lead,Full Time,Presencial,Telecomunicaciones,Pequeña (<50),8200000,9010,"Linux, Computer Vision, BigQuery, GCP, Tableau, AWS, Estadística, NLP, FastAPI, Keras, Excel, Pandas, TensorFlow",13,True,True
2022,Colombia,Data Engineer,Senior,Contrato,Presencial,Gobierno / Público,Pequeña (<50),3170000,3483,"BigQuery, scikit-learn, NumPy, Linux, Excel, PyTorch, R, Looker",8,False,True
2023,México,BI Analyst,Junior,Full Time,Remoto,Seguros,Startup,1510000,1659,"Linux, Kubernetes, NumPy, Snowflake",4,False,False
2023,Chile,BI Analyst,Junior,Full Time,Híbrido,Manufactura,Grande (+500),1450000,1593,"Power Query, Snowflake, Airflow",3,False,False
2023,Chile,MLOps Engineer,Lead,Part Time,Remoto,Manufactura,Pequeña (<50),7150000,7857,"MLflow, Airflow, Kubernetes, Python, scikit-learn, Keras, Pandas, FastAPI, Power BI, NumPy, Snowflake, BigQuery, R, Estadística",14,False,True
2024,Chile,NLP Engineer,Semi Senior,Full Time,Remoto,Telecomunicaciones,Grande (+500),5940000,6527,"dbt, R, Excel, Seaborn, scikit-learn, GCP",6,True,True
2023,Chile,AI Engineer,Junior,Full Time,Remoto,Salud,Startup,2610000,2868,"AWS, Seaborn, Docker, Estadística",4,True,False
2023,Chile,NLP Engineer,Senior,Full Time,Remoto,Manufactura,Grande (+500),8030000,8824,"R, SQL, dbt, Keras, Matplotlib, Machine Learning, Pandas, Linux, Power BI",9,False,True
2022,Colombia,AI Engineer,Lead,Full Time,Presencial,Tecnología,Grande (+500),13620000,14967,"Snowflake, TensorFlow, Deep Learning, Power BI, FastAPI, Seaborn, Estadística, Tableau, Git, Spark, Python, PyTorch, AWS",13,True,True
2022,Chile,Data Engineer,Junior,Contrato,Híbrido,Manufactura,Pequeña (<50),1550000,1703,"Estadística, Power BI, Pandas, BigQuery, Linux, Git",6,False,False
2022,Remoto Internacional,NLP Engineer,Semi Senior,Full Time,Presencial,Salud,Pequeña (<50),2190000,2406,"Looker, NumPy, dbt, Snowflake, Seaborn, MLflow, Docker",7,False,False
2022,Chile,BI Analyst,Senior,Full Time,Remoto,Seguros,Pequeña (<50),3740000,4109,"TensorFlow, Excel, Machine Learning, NumPy, Python, Tableau, Looker, Deep Learning, SQL, Estadística, Computer Vision",11,False,True
2022,Chile,AI Engineer,Semi Senior,Full Time,Remoto,Retail / E-Commerce,Mediana (50-500),4350000,4780,"Pandas, Tableau, Docker, Python, NumPy",5,False,False
2022,Chile,NLP Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Startup,2180000,2395,"FastAPI, MLflow, Snowflake, Git, Power Query",5,False,False
2024,Chile,Data Engineer,Semi Senior,Part Time,Híbrido,Retail / E-Commerce,Startup,2730000,3000,"Estadística, Keras, Python, PyTorch, AWS, Machine Learning, Airflow",7,True,True
2022,Chile,Data Engineer,Lead,Full Time,Presencial,Salud,Mediana (50-500),6170000,6780,"BigQuery, scikit-learn, PyTorch, GCP, Estadística, R, Tableau, Snowflake, FastAPI, NLP",10,True,True
2024,Colombia,Data Scientist,Semi Senior,Full Time,Remoto,Gobierno / Público,Grande (+500),3850000,4230,"Snowflake, Spark, Estadística, Airflow, Power Query",5,False,False
2024,México,Data Engineer,Junior,Full Time,Híbrido,Manufactura,Startup,1850000,2032,"Linux, Snowflake, Excel, Computer Vision, Looker, BigQuery",6,False,False
2024,Chile,Data Engineer,Lead,Freelance,Híbrido,Minería,Startup,9240000,10153,"dbt, Deep Learning, PyTorch, Git, Tableau, Machine Learning, MLflow, SQL, Azure, Snowflake, FastAPI, R, Airflow",13,True,True
2023,Remoto Internacional,NLP Engineer,Semi Senior,Full Time,Híbrido,Manufactura,Mediana (50-500),3500000,3846,"NLP, TensorFlow, Deep Learning, AWS, R, Kubernetes",6,True,True
2022,Argentina,Data Analyst,Junior,Full Time,Presencial,Retail / E-Commerce,Mediana (50-500),1200000,1318,"Keras, Docker, Estadística, Azure",4,True,True
2022,Chile,ML Engineer,Senior,Full Time,Híbrido,Seguros,Grande (+500),6620000,7274,"Spark, Azure, Pandas, Seaborn, Matplotlib, TensorFlow, Linux, MLflow",8,True,True
2023,Chile,Data Analyst,Junior,Full Time,Híbrido,Salud,Pequeña (<50),1270000,1395,"Power Query, Kubernetes, Azure, Linux, Keras, TensorFlow",6,True,True
2023,Chile,Data Scientist,Semi Senior,Full Time,Híbrido,Salud,Pequeña (<50),2620000,2879,"AWS, NLP, Python, Tableau, Azure",5,True,False
2023,Chile,Data Scientist,Semi Senior,Full Time,Híbrido,Gobierno / Público,Startup,2950000,3241,"Power Query, Pandas, PyTorch, Spark, Tableau, Deep Learning",6,False,True
2023,Chile,Data Scientist,Senior,Full Time,Presencial,Tecnología,Mediana (50-500),7760000,8527,"Power BI, GCP, AWS, R, NLP, SQL, PyTorch, Git, dbt, Spark, FastAPI, NumPy",12,True,True
2022,Colombia,NLP Engineer,Semi Senior,Full Time,Híbrido,Manufactura,Startup,2980000,3274,"Looker, Matplotlib, AWS, Spark, Pandas, dbt, GCP",7,True,False
2023,Chile,Data Scientist,Senior,Full Time,Remoto,Fintech / Banca,Mediana (50-500),8350000,9175,"Excel, Pandas, TensorFlow, Computer Vision, R, AWS, Estadística, Machine Learning, BigQuery, scikit-learn",10,True,True
2024,Chile,ML Engineer,Junior,Contrato,Presencial,Telecomunicaciones,Mediana (50-500),2890000,3175,"SQL, Excel, FastAPI, GCP, Deep Learning",5,True,False
2022,México,AI Engineer,Senior,Contrato,Remoto,Manufactura,Mediana (50-500),6350000,6978,"Estadística, Deep Learning, Excel, Docker, NumPy, MLflow, Spark, R, FastAPI, Power BI, Tableau",11,False,False
2022,Remoto Internacional,MLOps Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Mediana (50-500),3160000,3472,"Estadística, Computer Vision, PyTorch, Power BI, Power Query, FastAPI",6,False,True
2022,Remoto Internacional,ML Engineer,Junior,Full Time,Remoto,Educación,Startup,1920000,2109,"NLP, PyTorch, NumPy",3,False,True
2024,Chile,NLP Engineer,Lead,Full Time,Remoto,Retail / E-Commerce,Mediana (50-500),11040000,12131,"NumPy, Docker, Python, AWS, Kubernetes, Pandas, NLP, BigQuery, Linux, Keras, Git, Airflow",12,True,True
2023,Remoto Internacional,ML Engineer,Junior,Full Time,Remoto,Salud,Mediana (50-500),2800000,3076,"Snowflake, PyTorch, NumPy, Python, MLflow, Looker",6,False,True
2022,Chile,BI Analyst,Lead,Contrato,Híbrido,Telecomunicaciones,Pequeña (<50),3720000,4087,"GCP, Seaborn, Matplotlib, Git, Estadística, Linux, R, Computer Vision, Snowflake, Deep Learning, Pandas, Python, scikit-learn",13,True,True
2022,Chile,BI Analyst,Junior,Full Time,Presencial,Gobierno / Público,Startup,970000,1065,"TensorFlow, Keras, dbt, GCP, Docker, Computer Vision",6,True,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Híbrido,Manufactura,Pequeña (<50),1270000,1395,"Airflow, Tableau, Keras, SQL, Deep Learning",5,False,True
2024,Chile,Data Scientist,Semi Senior,Full Time,Híbrido,Seguros,Mediana (50-500),3150000,3461,"Azure, Power BI, NLP, Excel, Machine Learning",5,True,False
2022,Chile,MLOps Engineer,Senior,Contrato,Remoto,Fintech / Banca,Startup,8340000,9164,"scikit-learn, NumPy, Pandas, Airflow, Deep Learning, Machine Learning, Excel, Estadística, Snowflake, Looker, Linux",11,False,True
2022,Chile,Data Scientist,Junior,Full Time,Remoto,Salud,Grande (+500),2550000,2802,"Linux, Power Query, NLP, Seaborn, Machine Learning",5,False,False
2023,Chile,AI Engineer,Semi Senior,Full Time,Híbrido,Seguros,Startup,4000000,4395,"AWS, Spark, Airflow, Deep Learning, Estadística, Power BI, Tableau, Power Query",8,True,False
2022,Chile,AI Engineer,Semi Senior,Part Time,Remoto,Fintech / Banca,Grande (+500),8110000,8912,"TensorFlow, R, Docker, SQL, Linux, Computer Vision, Seaborn, Deep Learning, Looker",9,False,True
2022,Argentina,Data Analyst,Junior,Full Time,Híbrido,Educación,Pequeña (<50),880000,967,"Snowflake, R, Python, scikit-learn, Linux, Seaborn",6,False,True
2022,Chile,BI Analyst,Semi Senior,Freelance,Presencial,Telecomunicaciones,Grande (+500),2170000,2384,"Computer Vision, Excel, GCP, Looker, R",5,True,False
2022,Colombia,MLOps Engineer,Semi Senior,Full Time,Híbrido,Retail / E-Commerce,Grande (+500),3580000,3934,"MLflow, Seaborn, Snowflake, dbt, Power Query",5,False,False
2022,Chile,AI Engineer,Junior,Full Time,Remoto,Educación,Mediana (50-500),2510000,2758,"AWS, Matplotlib, Snowflake, NLP, Docker, Looker",6,True,False
2024,Argentina,MLOps Engineer,Semi Senior,Full Time,Remoto,Minería,Grande (+500),7720000,8483,"GCP, Linux, Azure, NLP, Computer Vision, PyTorch",6,True,True
2024,México,MLOps Engineer,Lead,Full Time,Remoto,Educación,Mediana (50-500),7610000,8362,"PyTorch, Deep Learning, SQL, R, Looker, BigQuery, GCP, Docker, Machine Learning, Power BI",10,True,True
2022,Chile,AI Engineer,Lead,Full Time,Híbrido,Gobierno / Público,Grande (+500),10640000,11692,"Power Query, Computer Vision, TensorFlow, Airflow, SQL, Python, Seaborn, Pandas, PyTorch, MLflow, Looker, dbt, NLP",13,False,True
2023,Chile,ML Engineer,Senior,Full Time,Híbrido,Gobierno / Público,Pequeña (<50),3600000,3956,"Tableau, Pandas, AWS, R, PyTorch, FastAPI, Computer Vision, Airflow, SQL, Linux, MLflow, Keras",12,True,True
2024,Chile,NLP Engineer,Lead,Full Time,Híbrido,Educación,Startup,5660000,6219,"NLP, TensorFlow, Estadística, Git, FastAPI, dbt, Seaborn, Keras, Power BI, Docker, GCP, Looker",12,True,True
